ABE,ATL,792	
ABE,BHM,339	
ABE,CLE,481	
ABE,CLT,503	
ABE,CVG,424	
ABE,DTW,87	
ABE,JFK,82	
ABE,LGA,654	
ABE,ORD,55	
ABE,PHL,158	
ABI,DFW,277	
ABQ,AMA,1269	
ABQ,ATL,619	
ABQ,AUS,1670	
ABQ,BWI,1411	
ABQ,CLE,1240	
ABQ,CVG,580	
ABQ,DAL,349	
ABQ,DEN,569	
ABQ,DFW,223	
ABQ,ELP,1805	
ABQ,EWR,759	
ABQ,HOU,1628	
ABQ,IAD,744	
ABQ,IAH,487	
ABQ,LAS,677	
ABQ,LAX,289	
ABQ,LBB,332	
ABQ,MAF,718	
ABQ,MCI,1552	
ABQ,MCO,1121	
ABQ,MDW,981	
ABQ,MSP,889	
ABQ,OAK,510	
ABQ,OKC,631	
ABQ,ONT,1118	
ABQ,ORD,1111	
ABQ,PDX,328	
ABQ,PHX,628	
ABQ,SAN,609	
ABQ,SAT,1180	
ABQ,SEA,896	
ABQ,SFO,493	
ABQ,SLC,866	
ABQ,SMF,934	
ABQ,STL,1497	
ABQ,TPA,608	
ABQ,TUL,321	
ABQ,TUS,146	
ABY,ATL,218	
ACK,EWR,199	
ACK,JFK,89	
ACT,DFW,56	
ACV,CEC,327	
ACV,MRY,250	
ACV,SFO,276	
ACV,SJC,635	
ACV,SLC,207	
ACV,SMF,678	
ACY,ATL,92	
ACY,JFK,99	
ACY,LGA,1192	
ADK,ANC,252	
ADQ,ANC,500	
AEX,ATL,285	
AEX,DFW,190	
AEX,IAH,143	
AGS,ATL,140	
AGS,CLT,678	
AGS,LGA,289	
AKN,ANC,71	
AKN,DLG,852	
ALB,ATL,145	
ALB,BOS,288	
ALB,BWI,424	
ALB,CLE,646	
ALB,CLT,623	
ALB,CVG,318	
ALB,DCA,488	
ALB,DTW,143	
ALB,EWR,1204	
ALB,FLL,145	
ALB,JFK,2237	
ALB,LAS,1073	
ALB,MCO,717	
ALB,MDW,979	
ALB,MSP,723	
ALB,ORD,212	
ALB,PHL,645	
ALB,SBN,1130	
ALB,TPA,166	
ALO,MSP,277	
AMA,ABQ,324	
AMA,DAL,358	
AMA,DEN,313	
AMA,DFW,519	
AMA,IAH,758	
AMA,LAS,335	
AMA,TUL,1192	
ANC,ADK,252	
ANC,ADQ,289	
ANC,AKN,3417	
ANC,ATL,399	
ANC,BET,160	
ANC,CDV,3110	
ANC,CVG,2406	
ANC,DEN,3043	
ANC,DFW,329	
ANC,DLG,2986	
ANC,DTW,261	
ANC,FAI,2777	
ANC,HNL,3266	
ANC,IAH,571	
ANC,JNU,2304	
ANC,LAS,2345	
ANC,LAX,2518	
ANC,MSP,2797	
ANC,OGG,539	
ANC,OME,2846	
ANC,ORD,549	
ANC,OTZ,1542	
ANC,PDX,2551	
ANC,PHX,626	
ANC,SCC,1449	
ANC,SEA,2018	
ANC,SFO,2125	
ANC,SLC,1304	
ASE,ATL,125	
ASE,DEN,89	
ASE,GJT,737	
ASE,LAX,951	
ASE,MSN,1013	
ASE,ORD,491	
ASE,PHX,954	
ASE,RFD,848	
ASE,SFO,291	
ASE,SLC,692	
ATL,ABE,1269	
ATL,ABQ,146	
ATL,ABY,678	
ATL,ACY,500	
ATL,AEX,143	
ATL,AGS,852	
ATL,ALB,3417	
ATL,ANC,1304	
ATL,ASE,765	
ATL,ATW,813	
ATL,AUS,164	
ATL,AVL,714	
ATL,AVP,859	
ATL,BDL,1134	
ATL,BGR,134	
ATL,BHM,533	
ATL,BMI,214	
ATL,BNA,1838	
ATL,BOI,946	
ATL,BOS,238	
ATL,BQK,449	
ATL,BTR,960	
ATL,BTV,712	
ATL,BUF,576	
ATL,BWI,1641	
ATL,BZN,191	
ATL,CAE,528	
ATL,CAK,106	
ATL,CHA,457	
ATL,CHO,259	
ATL,CHS,694	
ATL,CID,554	
ATL,CLE,227	
ATL,CLT,446	
ATL,CMH,1185	
ATL,COS,876	
ATL,CRP,363	
ATL,CRW,83	
ATL,CSG,373	
ATL,CVG,366	
ATL,DAB,432	
ATL,DAY,547	
ATL,DCA,1199	
ATL,DEN,732	
ATL,DFW,171	
ATL,DHN,743	
ATL,DSM,594	
ATL,DTW,1312	
ATL,EGE,1282	
ATL,ELP,350	
ATL,EVV,433	
ATL,EWN,745	
ATL,EWR,646	
ATL,EYW,331	
ATL,FAY,1841	
ATL,FCA,581	
ATL,FLL,273	
ATL,FLO,644	
ATL,FNT,954	
ATL,FSD,579	
ATL,FSM,508	
ATL,FWA,300	
ATL,GNV,352	
ATL,GPT,774	
ATL,GRB,803	
ATL,GRK,640	
ATL,GRR,306	
ATL,GSO,153	
ATL,GSP,241	
ATL,GTR,1301	
ATL,GUC,1340	
ATL,HDN,239	
ATL,HHH,4502	
ATL,HNL,696	
ATL,HOU,780	
ATL,HPN,151	
ATL,HSV,533	
ATL,IAD,689	
ATL,IAH,781	
ATL,ICT,377	
ATL,ILM,432	
ATL,IND,795	
ATL,ISP,1572	
ATL,JAC,341	
ATL,JAN,270	
ATL,JAX,760	
ATL,JFK,1747	
ATL,LAS,804	
ATL,LAW,1946	
ATL,LAX,303	
ATL,LEX,503	
ATL,LFT,761	
ATL,LGA,453	
ATL,LIT,369	
ATL,LWB,389	
ATL,LYH,692	
ATL,MCI,79	
ATL,MCN,403	
ATL,MCO,619	
ATL,MDT,590	
ATL,MDW,267	
ATL,MEI,332	
ATL,MEM,974	
ATL,MFE,147	
ATL,MGM,952	
ATL,MHT,595	
ATL,MIA,669	
ATL,MKE,443	
ATL,MLB,633	
ATL,MLI,448	
ATL,MLU,302	
ATL,MOB,707	
ATL,MSN,906	
ATL,MSP,425	
ATL,MSY,1352	
ATL,MTJ,317	
ATL,MYR,399	
ATL,OAJ,2130	
ATL,OAK,761	
ATL,OKC,821	
ATL,OMA,1900	
ATL,ONT,606	
ATL,ORD,516	
ATL,ORF,545	
ATL,PBI,2172	
ATL,PDX,247	
ATL,PFN,508	
ATL,PHF,665	
ATL,PHL,1587	
ATL,PHX,564	
ATL,PIA,526	
ATL,PIT,272	
ATL,PNS,903	
ATL,PVD,1027	
ATL,PWM,356	
ATL,RDU,481	
ATL,RIC,1993	
ATL,RNO,357	
ATL,ROA,749	
ATL,ROC,515	
ATL,RSW,1891	
ATL,SAN,874	
ATL,SAT,215	
ATL,SAV,566	
ATL,SBN,615	
ATL,SCE,321	
ATL,SDF,2182	
ATL,SEA,2139	
ATL,SFO,563	
ATL,SGF,552	
ATL,SHV,2116	
ATL,SJC,1547	
ATL,SJU,1589	
ATL,SLC,2092	
ATL,SMF,1919	
ATL,SNA,445	
ATL,SRQ,483	
ATL,STL,1599	
ATL,STT,1638	
ATL,STX,784	
ATL,SWF,793	
ATL,SYR,223	
ATL,TLH,549	
ATL,TOL,406	
ATL,TPA,227	
ATL,TRI,674	
ATL,TUL,253	
ATL,TUP,1541	
ATL,TUS,152	
ATL,TYS,208	
ATL,VLD,264	
ATL,VPS,589	
ATL,XNA,765	
ATW,ATL,907	
ATW,CHS,411	
ATW,CVG,321	
ATW,DSM,297	
ATW,DTW,96	
ATW,MKE,236	
ATW,MSP,160	
ATW,ORD,629	
ATW,XNA,619	
AUS,ABQ,813	
AUS,ATL,756	
AUS,BNA,1698	
AUS,BOS,1342	
AUS,BWI,1174	
AUS,CLE,1033	
AUS,CLT,958	
AUS,CVG,189	
AUS,DAL,775	
AUS,DEN,190	
AUS,DFW,813	
AUS,DSM,1149	
AUS,DTW,528	
AUS,ELP,1504	
AUS,EWR,1105	
AUS,FLL,148	
AUS,HOU,273	
AUS,HRL,1297	
AUS,IAD,140	
AUS,IAH,920	
AUS,IND,954	
AUS,JAX,1522	
AUS,JFK,1090	
AUS,LAS,1242	
AUS,LAX,341	
AUS,LBB,1226	
AUS,LGB,294	
AUS,MAF,650	
AUS,MCI,993	
AUS,MCO,972	
AUS,MDW,559	
AUS,MEM,1042	
AUS,MSP,445	
AUS,MSY,1497	
AUS,OAK,358	
AUS,OKC,1197	
AUS,ONT,978	
AUS,ORD,1319	
AUS,ORF,1430	
AUS,PHL,872	
AUS,PHX,1162	
AUS,RDU,1164	
AUS,SAN,1770	
AUS,SEA,1504	
AUS,SFO,1476	
AUS,SJC,1085	
AUS,SLC,1209	
AUS,SNA,722	
AUS,STL,928	
AUS,TPA,426	
AUS,TUL,797	
AUS,TUS,164	
AVL,ATL,275	
AVL,CVG,470	
AVL,DTW,583	
AVL,EWR,834	
AVL,IAH,488	
AVL,MCO,861	
AVL,MSP,714	
AVP,ATL,499	
AVP,CVG,398	
AVP,DTW,107	
AVP,HPN,113	
AVP,JFK,104	
AVP,LGA,631	
AVP,ORD,225	
AZO,CVG,113	
AZO,DTW,642	
AZO,FAR,426	
AZO,MSP,122	
AZO,ORD,623	
AZO,XNA,859	
BDL,ATL,852	
BDL,BNA,283	
BDL,BWI,475	
BDL,CLE,644	
BDL,CLT,661	
BDL,CVG,313	
BDL,DCA,1671	
BDL,DEN,1471	
BDL,DFW,548	
BDL,DTW,116	
BDL,EWR,1173	
BDL,FLL,798	
BDL,GRB,326	
BDL,IAD,1507	
BDL,IAH,728	
BDL,IND,106	
BDL,JFK,2298	
BDL,LAS,2527	
BDL,LAX,1050	
BDL,MCO,777	
BDL,MDW,1048	
BDL,MEM,1194	
BDL,MIA,780	
BDL,MKE,1050	
BDL,MSP,783	
BDL,ORD,1133	
BDL,PBI,196	
BDL,PHL,2213	
BDL,PHX,532	
BDL,RDU,1180	
BDL,RSW,1666	
BDL,SJU,1111	
BDL,TPA,399	
BET,ANC,845	
BFL,DEN,100	
BFL,FAT,224	
BFL,LAS,109	
BFL,LAX,425	
BFL,PHX,215	
BFL,SAN,238	
BFL,SFO,534	
BFL,SLC,265	
BFL,SMF,378	
BGM,DTW,1134	
BGR,ATL,201	
BGR,BOS,214	
BGR,BTV,906	
BGR,CVG,750	
BGR,DTW,393	
BGR,EWR,382	
BGR,JFK,1194	
BGR,MSP,134	
BHM,ATL,682	
BHM,AUS,177	
BHM,BNA,682	
BHM,BWI,604	
BHM,CLE,351	
BHM,CLT,396	
BHM,CVG,587	
BHM,DAL,1082	
BHM,DEN,597	
BHM,DFW,625	
BHM,DTW,850	
BHM,EWR,570	
BHM,HOU,74	
BHM,HSV,638	
BHM,IAD,562	
BHM,IAH,365	
BHM,JAX,866	
BHM,JFK,1618	
BHM,LAS,866	
BHM,LGA,478	
BHM,MCO,570	
BHM,MDW,211	
BHM,MEM,650	
BHM,MKE,321	
BHM,MSY,584	
BHM,ORD,1455	
BHM,PHX,481	
BHM,RDU,323	
BHM,SDF,1472	
BHM,SLC,410	
BHM,STL,460	
BHM,TPA,455	
BIL,DEN,177	
BIL,GTF,748	
BIL,MSP,1060	
BIL,ORD,283	
BIL,PIH,387	
BIL,SLC,517	
BIS,DEN,386	
BIS,MSP,220	
BIS,RAP,199	
BJI,MSP,757	
BLI,SLC,533	
BMI,ATL,690	
BMI,DFW,1452	
BMI,LAS,936	
BMI,MCO,116	
BMI,ORD,214	
BNA,ATL,756	
BNA,AUS,852	
BNA,BDL,177	
BNA,BHM,943	
BNA,BOS,588	
BNA,BWI,480	
BNA,CID,448	
BNA,CLE,329	
BNA,CLT,338	
BNA,CMH,1006	
BNA,COS,230	
BNA,CVG,562	
BNA,DCA,1013	
BNA,DEN,631	
BNA,DFW,457	
BNA,DTW,748	
BNA,EWR,793	
BNA,FLL,741	
BNA,FSD,670	
BNA,HOU,542	
BNA,IAD,657	
BNA,IAH,484	
BNA,JAX,766	
BNA,JFK,1588	
BNA,LAS,1797	
BNA,LAX,764	
BNA,LGA,491	
BNA,MCI,616	
BNA,MCO,395	
BNA,MDW,200	
BNA,MEM,806	
BNA,MIA,475	
BNA,MKE,695	
BNA,MSP,471	
BNA,MSY,1959	
BNA,OAK,1751	
BNA,ONT,409	
BNA,ORD,585	
BNA,ORF,675	
BNA,PHL,1448	
BNA,PHX,907	
BNA,PVD,443	
BNA,RDU,1751	
BNA,SAN,822	
BNA,SAT,1977	
BNA,SEA,1403	
BNA,SLC,271	
BNA,STL,612	
BNA,TPA,1838	
BOI,ATL,1377	
BOI,ATW,649	
BOI,DEN,287	
BOI,GEG,505	
BOI,GJT,520	
BOI,LAS,674	
BOI,LAX,1142	
BOI,MSP,511	
BOI,OAK,660	
BOI,ONT,1437	
BOI,ORD,344	
BOI,PDX,735	
BOI,PHX,1849	
BOI,PIT,335	
BOI,RNO,749	
BOI,SAN,399	
BOI,SEA,522	
BOI,SFO,291	
BOI,SLC,91	
BOS,ACK,946	
BOS,ATL,1698	
BOS,AUS,201	
BOS,BGR,943	
BOS,BNA,181	
BOS,BTV,396	
BOS,BUF,370	
BOS,BWI,549	
BOS,CAK,818	
BOS,CHS,563	
BOS,CLE,728	
BOS,CLT,640	
BOS,CMH,752	
BOS,CVG,399	
BOS,DCA,1754	
BOS,DEN,1562	
BOS,DFW,632	
BOS,DTW,200	
BOS,EWR,1237	
BOS,FLL,1468	
BOS,GGG,645	
BOS,GSO,413	
BOS,IAD,1597	
BOS,IAH,817	
BOS,IND,1011	
BOS,JAX,187	
BOS,JFK,2381	
BOS,LAS,2611	
BOS,LAX,185	
BOS,LGA,2602	
BOS,LGB,1121	
BOS,MCO,861	
BOS,MDW,1139	
BOS,MEM,1258	
BOS,MIA,860	
BOS,MKE,1124	
BOS,MSP,1367	
BOS,MSY,738	
BOS,MYR,2693	
BOS,OAK,867	
BOS,ORD,468	
BOS,ORF,1197	
BOS,PBI,2537	
BOS,PDX,464	
BOS,PHF,280	
BOS,PHL,2300	
BOS,PHX,496	
BOS,PIT,612	
BOS,RDU,474	
BOS,RIC,1249	
BOS,RSW,2588	
BOS,SAN,901	
BOS,SAV,829	
BOS,SDF,2496	
BOS,SEA,2704	
BOS,SFO,2689	
BOS,SJC,1674	
BOS,SJU,2105	
BOS,SLC,1220	
BOS,SRQ,1046	
BOS,STL,1693	
BOS,STT,1185	
BOS,TPA,79	
BPT,IAH,238	
BQK,ATL,1585	
BQN,EWR,1576	
BQN,JFK,1129	
BQN,MCO,308	
BRO,IAH,725	
BRW,ANC,503	
BRW,FAI,357	
BTM,SLC,449	
BTR,ATL,693	
BTR,CVG,985	
BTR,DCA,997	
BTR,DEN,383	
BTR,DFW,253	
BTR,IAH,319	
BTR,MEM,65	
BTR,MSY,810	
BTR,ORD,960	
BTV,ATL,408	
BTV,BWI,489	
BTV,CLE,702	
BTV,CVG,536	
BTV,DTW,266	
BTV,EWR,442	
BTV,IAD,749	
BTV,IND,267	
BTV,JFK,1195	
BTV,MCO,986	
BTV,MSP,763	
BTV,ORD,712	
BUF,ATL,396	
BUF,BOS,281	
BUF,BWI,192	
BUF,CLE,546	
BUF,CLT,410	
BUF,CVG,296	
BUF,DCA,1212	
BUF,DFW,240	
BUF,DTW,282	
BUF,EWR,1166	
BUF,FLL,284	
BUF,IAD,301	
BUF,JFK,1987	
BUF,LAS,1011	
BUF,MCO,468	
BUF,MDW,734	
BUF,MSP,473	
BUF,ORD,279	
BUF,PHL,1912	
BUF,PHX,1144	
BUF,RSW,1054	
BUF,TPA,850	
BUR,DEN,1231	
BUR,DFW,2279	
BUR,IAD,2465	
BUR,JFK,223	
BUR,LAS,325	
BUR,OAK,817	
BUR,PDX,369	
BUR,PHX,33	
BUR,PMD,109	
BUR,PSP,374	
BUR,RNO,937	
BUR,SEA,326	
BUR,SFO,296	
BUR,SJC,574	
BUR,SLC,358	
BUR,SMF,453	
BUR,TUS,1670	
BWI,ABQ,288	
BWI,ALB,576	
BWI,ATL,1342	
BWI,AUS,283	
BWI,BDL,682	
BWI,BHM,588	
BWI,BNA,370	
BWI,BOS,408	
BWI,BTV,281	
BWI,BUF,314	
BWI,CLE,361	
BWI,CLT,336	
BWI,CMH,430	
BWI,CVG,733	
BWI,DAB,406	
BWI,DAY,1491	
BWI,DEN,1217	
BWI,DFW,408	
BWI,DTW,169	
BWI,EWR,925	
BWI,FLL,528	
BWI,GRR,1246	
BWI,HOU,1235	
BWI,IAH,515	
BWI,IND,220	
BWI,ISP,888	
BWI,JAN,663	
BWI,JAX,184	
BWI,JFK,2106	
BWI,LAS,2329	
BWI,LAX,185	
BWI,LGA,912	
BWI,LIT,967	
BWI,MCI,787	
BWI,MCO,611	
BWI,MDW,787	
BWI,MEM,377	
BWI,MHT,946	
BWI,MIA,641	
BWI,MKE,936	
BWI,MSP,998	
BWI,MSY,1180	
BWI,OKC,622	
BWI,ORD,159	
BWI,ORF,883	
BWI,PBI,90	
BWI,PHL,1999	
BWI,PHX,210	
BWI,PIT,328	
BWI,PVD,452	
BWI,PWM,255	
BWI,RDU,277	
BWI,ROC,919	
BWI,RSW,2295	
BWI,SAN,1407	
BWI,SAT,549	
BWI,SAV,495	
BWI,SDF,2335	
BWI,SEA,2457	
BWI,SFO,1565	
BWI,SJU,1864	
BWI,SLC,880	
BWI,SRQ,737	
BWI,STL,842	
BWI,TPA,1641	
BZN,ATL,65	
BZN,BTM,525	
BZN,DEN,1401	
BZN,DTW,163	
BZN,IDA,902	
BZN,LAX,874	
BZN,MSP,1186	
BZN,ORD,807	
BZN,SFO,347	
BZN,SLC,191	
CAE,ATL,404	
CAE,CVG,922	
CAE,DFW,583	
CAE,DTW,602	
CAE,EWR,401	
CAE,IAD,878	
CAE,IAH,617	
CAE,LGA,511	
CAE,MEM,666	
CAE,ORD,528	
CAK,ATL,549	
CAK,BOS,214	
CAK,CVG,1224	
CAK,DEN,133	
CAK,DTW,1026	
CAK,FLL,1846	
CAK,LAS,396	
CAK,LGA,860	
CAK,MCO,344	
CAK,ORD,991	
CAK,RSW,894	
CAK,TPA,395	
CDC,LAX,50	
CDC,SGU,221	
CDC,SLC,160	
CDV,ANC,213	
CDV,YAK,56	
CEC,ACV,304	
CEC,SFO,106	
CHA,ATL,278	
CHA,CVG,695	
CHA,DFW,505	
CHA,DTW,686	
CHA,IAH,271	
CHA,MEM,501	
CHA,ORD,457	
CHO,ATL,342	
CHO,CVG,91	
CHO,DCA,259	
CHS,ATL,818	
CHS,BOS,595	
CHS,CLE,168	
CHS,CLT,497	
CHS,CVG,987	
CHS,DFW,668	
CHS,DTW,628	
CHS,EWR,441	
CHS,IAD,925	
CHS,IAH,193	
CHS,JAX,641	
CHS,LGA,589	
CHS,MEM,1087	
CHS,MSP,760	
CHS,ORD,86	
CHS,SAV,239	
CIC,FAT,221	
CIC,MRY,153	
CIC,SFO,694	
CID,ATL,419	
CID,CVG,692	
CID,DEN,685	
CID,DFW,104	
CID,DSM,431	
CID,DTW,929	
CID,LGA,208	
CID,MKE,221	
CID,MSP,196	
CID,ORD,86	
CLD,LAX,306	
CLD,PHX,339	
CLE,ABE,1411	
CLE,ABQ,424	
CLE,ALB,554	
CLE,ATL,1174	
CLE,AUS,475	
CLE,BDL,604	
CLE,BHM,448	
CLE,BNA,563	
CLE,BOS,489	
CLE,BTV,192	
CLE,BUF,314	
CLE,BWI,595	
CLE,CHS,430	
CLE,CLT,112	
CLE,CMH,221	
CLE,CVG,844	
CLE,DAB,162	
CLE,DAY,310	
CLE,DCA,1201	
CLE,DEN,1021	
CLE,DFW,612	
CLE,DSM,95	
CLE,DTW,404	
CLE,EWR,1062	
CLE,FLL,214	
CLE,GRR,381	
CLE,GSO,450	
CLE,GSP,288	
CLE,IAD,1091	
CLE,IAH,261	
CLE,IND,753	
CLE,JAX,425	
CLE,JFK,1825	
CLE,LAS,2053	
CLE,LAX,275	
CLE,LEX,418	
CLE,LGA,694	
CLE,MCI,895	
CLE,MCO,280	
CLE,MDT,307	
CLE,MDW,622	
CLE,MEM,544	
CLE,MHT,1080	
CLE,MIA,328	
CLE,MKE,402	
CLE,MSN,622	
CLE,MSP,917	
CLE,MSY,948	
CLE,OKC,729	
CLE,OMA,316	
CLE,ORD,435	
CLE,ORF,1020	
CLE,PBI,363	
CLE,PHL,1737	
CLE,PHX,540	
CLE,PVD,609	
CLE,PWM,416	
CLE,RDU,362	
CLE,RIC,245	
CLE,ROC,1025	
CLE,RSW,2026	
CLE,SAN,1241	
CLE,SAT,641	
CLE,SAV,304	
CLE,SDF,2021	
CLE,SEA,2161	
CLE,SFO,1839	
CLE,SJU,1565	
CLE,SLC,967	
CLE,SRQ,487	
CLE,STL,317	
CLE,SYR,927	
CLE,TPA,837	
CLE,TUL,403	
CLE,TYS,164	
CLL,DFW,74	
CLL,IAH,481	
CLT,ABE,140	
CLT,AGS,646	
CLT,ALB,227	
CLT,ATL,742	
CLT,ATW,1033	
CLT,AUS,644	
CLT,BDL,351	
CLT,BHM,329	
CLT,BNA,728	
CLT,BOS,546	
CLT,BUF,361	
CLT,BWI,168	
CLT,CHS,430	
CLT,CLE,346	
CLT,CMH,335	
CLT,CVG,416	
CLT,DAB,331	
CLT,DCA,1337	
CLT,DEN,936	
CLT,DFW,500	
CLT,DTW,1455	
CLT,EGE,529	
CLT,EWR,118	
CLT,FAY,631	
CLT,FLL,583	
CLT,GRR,83	
CLT,GSO,333	
CLT,HSV,321	
CLT,IAD,913	
CLT,IAH,185	
CLT,ILM,428	
CLT,IND,329	
CLT,JAX,541	
CLT,JFK,1916	
CLT,LAS,2125	
CLT,LAX,544	
CLT,LGA,641	
CLT,LIT,809	
CLT,MCI,468	
CLT,MCO,413	
CLT,MDT,584	
CLT,MDW,512	
CLT,MEM,737	
CLT,MHT,650	
CLT,MIA,651	
CLT,MKE,930	
CLT,MSP,651	
CLT,MSY,156	
CLT,MYR,191	
CLT,OAJ,599	
CLT,ORD,290	
CLT,ORF,590	
CLT,PBI,2282	
CLT,PDX,448	
CLT,PHL,1774	
CLT,PHX,366	
CLT,PIT,488	
CLT,PNS,683	
CLT,PVD,812	
CLT,PWM,130	
CLT,RDU,256	
CLT,RIC,573	
CLT,ROC,600	
CLT,RSW,2077	
CLT,SAN,1095	
CLT,SAT,213	
CLT,SAV,336	
CLT,SDF,2279	
CLT,SEA,2296	
CLT,SFO,1474	
CLT,SJU,1727	
CLT,SLC,2244	
CLT,SMF,547	
CLT,SRQ,575	
CLT,STL,1520	
CLT,STT,1562	
CLT,STX,603	
CLT,SYR,386	
CLT,TLH,508	
CLT,TPA,120	
CLT,TRI,1735	
CLT,TUS,446	
CMH,ATL,338	
CMH,BNA,640	
CMH,BOS,336	
CMH,BWI,112	
CMH,CLE,346	
CMH,CLT,116	
CMH,CVG,322	
CMH,DCA,1155	
CMH,DEN,927	
CMH,DFW,155	
CMH,DTW,462	
CMH,EWR,411	
CMH,GRB,242	
CMH,GRR,986	
CMH,IAH,801	
CMH,ICT,483	
CMH,JFK,1772	
CMH,LAS,1996	
CMH,LAX,478	
CMH,LGA,633	
CMH,MCI,802	
CMH,MCO,284	
CMH,MDW,518	
CMH,MEM,990	
CMH,MIA,331	
CMH,MKE,627	
CMH,MSP,689	
CMH,OMA,296	
CMH,ORD,931	
CMH,PBI,405	
CMH,PHL,1671	
CMH,PHX,361	
CMH,RDU,930	
CMH,RSW,1529	
CMH,SLC,410	
CMH,STL,412	
CMH,SYR,829	
CMH,TPA,825	
CMI,ABI,693	
CMI,DFW,135	
CMI,ORD,76	
CMI,SPI,277	
CMX,MSP,392	
COD,DEN,298	
COD,SLC,280	
COS,ABQ,1185	
COS,ATL,1221	
COS,CLE,1078	
COS,CVG,72	
COS,DEN,592	
COS,DFW,832	
COS,FAT,809	
COS,IAH,1087	
COS,LAN,604	
COS,LAS,833	
COS,LAX,538	
COS,MCI,855	
COS,MEM,924	
COS,MKE,725	
COS,MSP,789	
COS,ONT,911	
COS,ORD,551	
COS,PHX,816	
COS,SAN,963	
COS,SFO,410	
COS,SLC,911	
COS,SMF,230	
CPR,DEN,674	
CPR,MSP,949	
CPR,ORD,311	
CPR,PIH,320	
CPR,SLC,876	
CRP,ATL,354	
CRP,DFW,187	
CRP,HOU,201	
CRP,IAH,363	
CRW,ATL,320	
CRW,BNA,173	
CRW,CVG,281	
CRW,DTW,975	
CRW,IAH,166	
CRW,LEX,416	
CRW,ORD,83	
